InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
ARID2,ARID2,GH12J045723,Promoter/Enhancer,0,ENSG00000273015||LINC00938||SCAF11||KNOP1P2||ENSG00000258096||SLC38A2||ANO6,653.31,Ensembl||ENCODE||CraniofacialAtlas||EPDnew||dbSUPER,SP1||HNRNPL||CREB1||GATAD2A||CTCF||TEAD4||PRDM10||REST||ZNF629||TFE3||LEF1||SOX13||IKZF1||NFKBIZ||ZNF692||POLR2A||NFRKB||RCOR2||BACH1||TARDBP||ZHX2||JUND||FOXA1||LARP7||GABPA||PRDM1||DDX20||MTA2||ZNF143||PHF21A||RELA||ZIC2||ZSCAN4||RBFOX2||PKNOX1||ZNF24||RXRB||MTA1||PATZ1||SMAD5||NR2C1||RAD21||IRF2||ZNF740||BRD4||IKZF2||KAT8||RCOR1||BRD9||ZNF501||TRIM22||ELF4||DPF2||HDAC1||ETV6||ELK1||ZNF600||GTF2F1||FUS||YY1||IRF3||SOX6||ZNF341||ZFX||GATAD2B||CEBPA||FOXK2||ZNF561||EP300||SCRT2||KMT2B||MNT||EED||NRF1||ARNT||ZBTB44||CEBPB||NONO||KLF9||ZBTB20||ETS1||TAF1||SIN3A||ARID3A||ZSCAN29||SP2||ZNF512B||GTF2E2||TCF7||CBX3||UBTF||ZNF639||ZNF184||PAX8||NKRF||ZNF766||ZNF524||RELB||KLF7||MTA3||SMARCC2||EGR1||ZXDB||SMARCA5||CTBP1||RUNX3||ZBTB10||TAF9B||ZBTB26||ZBTB2||HES1||RNF2||ZKSCAN8||TGIF2||SMARCA4||ATF3||ZEB1||TSHZ1||HDAC2||ZBED1||NCOA2||ZNF444||KDM4B||ASH2L||E2F5||ZNF316||BCLAF1||CHD2||FOXA2||ZBTB40||CBFB||ZNF580||MAFF||BCL11A||USF1||NR2C2||KAT7||TCF12||ZBTB11||ZBTB48||ESRRA||E2F1||ZNF318||ZNF592||SMC3||AFF1||MAX||ZBTB25||MAFK||ZBTB17||ELK4||ZSCAN18||CHD1||TBL1XR1||ZBTB33||ZNF217||MYC||ZKSCAN1||ZNF205||SMARCB1||TEAD1||ZNF423||EP400||TRIM28||TRIM24||ATF2||MYRF||SCRT1||TFDP1||SREBF2||NCOR1||FOSL1||MAFG||EHMT2||CUX1||HCFC1||PCBP1||MAZ||RFX5||CREM||MXI1||NR2F2||ELF1||MBD2||KLF13||FOXP1||FOXM1||NFIC||NBN||ZSCAN9||WT1||HDGF||ZC3H8||ZFHX2||KLF8||STAT5A||OVOL3||HNRNPH1||FOSL2||BCOR||ZNF792||SAP130||MYNN||TBP||ZNF189||NR2F1||GATA3||CEBPG||JUNB||ZNF207||ZNF335||MIER3||PHF8||ZNF610||NCOA1||BHLHE40||STAT1||GABPB1||ZNF395||SPI1||ZNF511||RBBP5||KLF6||ZGPAT||ZBTB1||PRDM4||MXD4||ZNF384||IRF4||CBX5||ZNF213||ZFP69B||SAFB||DNMT3B||TCF7L2||GATAD1||SKIL||WRNIP1||NFIB||EBF1||KLF17||DRAP1||ZHX1||ZNF513||ZMYM3||ZNF18||ZSCAN5A||HIC1||E4F1||CBX1||SMAD4||BCL6||RB1||SUPT5H||ZNF366||NFE2L2||ZNF589||ADNP||HOMEZ||TFAP4||HLTF||CHAMP1||KDM5A||KLF5||HNF4A||NFATC3||KLF11||ZNF843||ZSCAN23||VEZF1||ZFP64||NFIL3||BCL11B||IKZF5||ZBTB7B||RXRA||PRDM6||THAP11||ETV1||ZNF3||ZNF324||RARA||TOE1||NFIA||SNIP1||DMAP1||THRAP3||ZNF660||GLIS1||TBX21||THRB||ATF1||ZNF398||ZNF2||ARID4B||ZNF664||ETV4||ZEB2||KDM1A||KLF10||KLF16||ATF7||MEIS2||YY2||TEAD3||ZFP37||NFATC1||HMG20A||NR2F6||MLLT1||KDM3A||XRCC5||MITF||TAF7||SP3||INSM2||ZNF48||KLF1||MIER2||ZNF785||SMARCE1||ZNF518A||HNF4G||MXD3||SOX5||ZBTB21||NANOG||HLF||RAD51||ZNF197||USF2||NFYC||ZNF579||HBP1||RLF||EGR2||L3MBTL2||RBPJ||SREBF1||ZNF362||NR4A1||GATA4||ZC3H11A||ELF3||FOXA3||NR3C1||MLX||POU5F1||GFI1B||ZNF687||E2F4||MIXL1||POLR2B||NCOA6||ZNF148||DACH1||PPARG||CBFA2T3||CSDE1||KLF14||ARID1B||HMG20B||MZF1||SP7||ZSCAN21||ZBTB7A||CC2D1A||BCL3||ZNF121||ZNF704||GLIS2||SP5||EMSY||ZBTB8A||PML||ERF||ARID2||GMEB1||RERE||AHR,-623
ARID2,ARID2,GH12J045734,Enhancer,0,RF00994-237||SCAF11,0.4424177,dbSUPER,ZSCAN4||CHAMP1||ZBTB33,5710
ARID2,ARID2,GH12J045738,Promoter/Enhancer,0,RF00994-237||SCAF11,600.4424,Ensembl||EPDnew||dbSUPER,,9995
ARID2,ARID2,GH12J045717,Enhancer,2,ENSG00000273015||lnc-ARID2-5||ANO6,0.409542,dbSUPER,PKNOX1||ZBTB26||PRDM6,-10959
ARID2,ARID2,GH12J045743,Enhancer,0,RF00994-237||SCAF11,0.409542,Ensembl,CTCF,13679
ARID2,ARID2,GH12J045712,Enhancer,2,ENSG00000273015||lnc-ARID2-5||ANO6,0.3721704,Ensembl,SPI1,-16606
ARID2,ARID2,GH12J045745,Enhancer,0,RF00994-237||SCAF11,0.3721704,Ensembl,CTCF||CEBPA||CEBPB||RAD21||RFX5||SMC3||ZNF384||ZNF654||ZNF3||ZNF664||ZBTB33||CEBPG,15595
ARID2,ARID2,GH12J045705,Enhancer,2,lnc-ARID2-5||ENSG00000273015||ANO6,0.3504288,Ensembl,WT1||HNF4A||KDM1A||JUND||CBFA2T2||CBFA2T3||PKNOX1,-22805
ARID2,ARID2,GH12J045748,Enhancer,1,RF00994-237||ENSG00000278475||SCAF11,0.3504288,Ensembl,SPI1||ZNF121,20395
ARID2,ARID2,GH12J045753,Enhancer,1,RF00994-237||ENSG00000278475||SCAF11,0.3504288,Ensembl,,23595
