InputTerm,Symbol,GHIDs,GHtype,NumGenesAway,OtherGeneTargets,Score,Sources,TFBSs,TSSdistance
BCOR,BCOR,GH0XJ040179,Enhancer,0,piR-38580-401||lnc-ATP6AP2-9||CXorf38||ATP6AP2,0.6656286,FANTOM5||ENCODE||dbSUPER,ZNF316||TRIM28||NR2F2||SPI1||TRIM24,-2076
BCOR,BCOR,GH0XJ040166,Promoter/Enhancer,0,LOC105373181||lnc-ATP6AP2-9||LOC107985687||ATP6AP2||CXorf38,612.6011,FANTOM5||Ensembl||ENCODE||EPDnew||CraniofacialAtlas||dbSUPER,GATAD2A||CTCF||HNRNPL||PRDM10||ZNF629||TFE3||LEF1||IKZF1||ZNF692||POLR2A||JUND||ZNF300||FOXA1||LARP7||DDX20||MTA2||PHF21A||RFX1||ZIC2||ZNF776||ZSCAN4||RBFOX2||RXRB||ZNF24||MTA1||PATZ1||REST||RAD21||IRF2||ZNF740||SP1||BRD9||ZNF501||EZH2||DPF2||HDAC1||GABPA||ETV6||ZNF600||YY1||SOX6||ZNF341||FOXJ2||ZFX||TCF12||FOXK2||EP300||EED||NRF1||ARNT||ZBTB44||CEBPB||KLF9||ZBTB20||SP2||GTF2E2||TCF7||TARDBP||CBX3||UBTF||ELK4||ZNF639||TCF7L2||ZNF766||ZNF524||KLF7||MTA3||EGR1||ZNF10||ZXDB||CTBP1||ZBTB10||ZBTB2||NFE2||HES1||ZKSCAN8||ZEB1||TSHZ1||ZBED1||ZNF491||KDM4B||E2F5||ZSCAN29||CHD2||FOXA2||OSR2||NFRKB||CBFB||PHB2||USF1||NR2C2||KAT7||ZBTB11||ZBTB48||MEF2D||ZBTB26||SMC3||AFF1||ZBTB17||MNT||ZNF662||MBD1||TBL1XR1||MYC||ZNF423||TRIM24||TFDP1||SREBF2||FOSL1||MAFG||MAX||CUX1||CREM||NCOR1||ELF1||MBD2||KLF13||FOXM1||NBN||NR2F2||WT1||ZC3H8||ZFHX2||KLF8||STAT5A||ZNF195||ZNF112||HCFC1||RELA||BCOR||SAP130||MYNN||TBP||ZNF777||ZNF184||NR2F1||RFX5||CEBPG||GATA3||HDAC8||ZNF335||ZNF610||NCOA1||BHLHE40||GABPB1||ZNF395||ZGPAT||PRDM4||ZNF384||RCOR1||ZFP69B||SAFB||SKIL||TAL1||EBF1||NFIB||KLF17||ZNF654||DRAP1||ZHX1||GLI4||HIC1||ZSCAN16||ZSCAN5A||MAZ||CBX1||SMAD5||SMAD4||BCL6||NR2F6||SUPT5H||ZNF589||HNF4A||HDAC2||CHD4||KLF5||NFATC3||VEZF1||FEZF1||BRD4||BCL11B||IKZF5||RXRA||KLF1||ATF2||PRDM6||ETV1||ZNF324||RARA||ID3||NFIA||DMAP1||ZNF660||GLIS1||TRIM28||THRB||ZNF398||ZNF2||ARID4B||ZNF664||ETV4||ZEB2||KDM1A||KLF10||KLF16||ZBTB33||MEIS2||SMARCA4||ZFP37||IRF9||MLLT1||MITF||ZBTB12||ZNF571||SP3||ZNF48||ZNF785||SMARCE1||RNF2||ZBTB21||TAF1||NANOG||RAD51||USF2||ZNF580||RB1||EGR2||RUNX1||L3MBTL2||RBPJ||BACH1||TEAD4||ZNF362||NR4A1||ELF3||CBFA2T2||POU5F1||ESRRA||ATF7||BCL6B||ZNF143||NR2C1||ZNF652||GATA2||POLR2B||ZBTB6||CBFA2T3||SPI1||ZBTB40||MZF1||SP7||ZSCAN21||CC2D1A||GTF2F1||ZNF121||E2F1||GLIS2||SP5||ZBTB8A||PKNOX1||PML||ERF||ZNF544||KAT8||ATF1||RERE,4915
BCOR,BCOR,GH0XJ040164,Enhancer,1,LOC105373181||lnc-ATP6AP2-9||LOC107985687,0.409542,Ensembl,HDAC2||HNF4A||GLIS1||TEAD3||HLF||PPARG,12489
BCOR,BCOR,GH0XJ040188,Enhancer,0,piR-38580-401||lnc-ATP6AP2-9||ATP6AP2,0.409542,Ensembl||dbSUPER,RELA||NR2F1||EBF1||SMAD5||USF2,-11777
BCOR,BCOR,GH0XJ040201,Enhancer,1,piR-56037-118||piR-38580-401||lnc-ATP6AP2-9||CXorf38||ATP6AP2,14.30657,Ensembl||FANTOM5||ENCODE,SCRT2||ZNF316,-24811
BCOR,BCOR,GH0XJ040150,Promoter/Enhancer,1,lnc-ATP6AP2-9||LOC105373181||LOC107985687,2.580557,Ensembl||FANTOM5||ENCODE||CraniofacialAtlas||dbSUPER,HNRNPL||GATAD2A||PRDM10||REST||IKZF1||CTCF||ZNF692||JUND||FOXA1||MTA2||ZIC2||RBFOX2||PKNOX1||POLR2A||RXRB||PATZ1||ZNF740||SP1||BRD9||ZNF501||EZH2||HDAC1||YY1||SOX6||ZNF341||ZFX||CEBPA||EP300||NRF1||SOX13||CEBPB||KLF9||MGA||ZBTB20||SP2||GTF2E2||RAD21||TCF7||UBTF||TCF7L2||HMBOX1||SMARCC1||CHD2||EGR1||ZBTB10||ESR1||ZBTB2||HES1||TGIF2||KDM4B||ZSCAN29||ZSCAN5C||NFRKB||BCL11A||NR2C2||RCOR1||ZBTB11||GABPA||ZBTB48||ZBTB5||ZBTB26||MBD1||TBL1XR1||ZNF423||EP400||SREBF2||NCOR1||MAX||MAZ||NR2F2||MBD2||NFIC||WT1||ZFHX2||KLF8||STAT5A||SIN3A||BCOR||SAP130||TBP||ZNF777||NR2F1||CEBPG||IRF2||ZNF335||SMC3||ZNF592||NCOA1||ZNF395||SPI1||PRDM4||SAFB||SKIL||TAL1||DRAP1||CREM||PHF20||ATF4||HIC1||CBX1||SMAD4||BCL6||NR2F6||SUPT5H||DPF2||ZNF366||TFAP4||HLTF||HDAC2||HNF4A||VEZF1||BRD4||NFIL3||BCL11B||ATF3||RXRA||PRDM6||ETV1||RARA||ID3||GLIS1||THRB||ZNF398||ARID4B||KDM1A||ZBTB33||MEIS2||SMARCA4||YY2||MLLT1||KDM3A||KLF16||SP3||KLF1||ATF2||LARP7||RNF2||SOX5||TAF1||MYC||HLF||USF2||GABPB1||RLF||EGR2||L3MBTL2||TEAD4||ELF3||CBFA2T2||POU5F1||ESRRA||ATF7||ZNF652||POLR2B||NCOA6||ZNF148||TRIM24||DACH1||CBFA2T3||ARID1B||ZBTB7A||CC2D1A||BCL3||TARDBP||GLIS2||SP5||ZNF639||ZBTB8A||PML||KAT8||ATF1,22496
BCOR,BCOR,GH0XJ040148,Promoter/Enhancer,1,lnc-ATP6AP2-9||LOC105373181||LOC107985687,0.3222245,Ensembl||ENCODE||CraniofacialAtlas||dbSUPER,LEF1||IKZF1||JUND||PRDM1||MTA2||ZIC2||MTA1||ZNF24||EZH2||DPF2||HDAC1||ETV6||ZNF600||SOX6||ZNF341||EP300||ZBTB44||MGA||ZBTB20||UBTF||ZNF766||MTA3||EGR1||ZXDB||CTBP1||RUNX3||ZBTB2||E2F5||ZSCAN29||OSR2||NFRKB||NR2C2||ZBTB11||AFF1||ZBTB17||MYC||EP400||NCOR1||ZFHX2||MYNN||TBP||ZNF592||ZNF395||NR2F1||SKIL||TAL1||CREM||NR2F6||BHLHE40||HDAC2||VEZF1||ID3||GLIS1||TRIM28||ZNF184||SMARCA4||KLF1||SMARCE1||RNF2||KDM1A||RB1||EGR2||L3MBTL2||NR4A1||ESRRA||ATF7||ZFX||GATA2||ZNF148||CBFA2T3||ARID1B||ZBTB40||ZNF639||XRCC5||GMEB1||ATF1,28383
BCOR,BCOR,GH0XJ040116,Enhancer,3,RF00017-8304||LOC107985687||lnc-ATP6AP2-15||HSALNG0137395||MPC1L,0.2318865,Ensembl||ENCODE||dbSUPER,PRDM10||LEF1||IKZF1||KDM1A||JUND||FOXA1||MTA2||PHF21A||PKNOX1||MTA1||ZNF740||BRD9||ZNF24||DPF2||SOX6||TCF12||EP300||SCRT2||CBX3||POLR2A||ZBTB2||HDAC2||GATAD2A||AFF1||ZBTB17||TBL1XR1||MYC||EP400||SCRT1||NCOR1||ZNF623||NFIC||ARNT||ZFHX2||STAT5A||BCOR||ZNF644||FOXM1||ZNF592||NCOA1||NR2F1||SPI1||ELF1||TAL1||CREM||PHF20||BHLHE40||ADNP||VEZF1||FOXK2||ETV1||ID3||GLIS1||NBN||MEIS2||KLF16||SMARCA4||KLF1||SMARCE1||ZMYM3||GABPB1||ZNF579||TEAD4||CBFA2T2||ATF7||NFXL1||RNF2||TRIM24||CBFA2T3||MLLT1||ARID1B||SMARCA5||GTF2F1||PML||GMEB1,57989
BCOR,BCOR,GH0XJ040130,Enhancer,3,RF00017-8304||HSALNG0137395||LOC107985687,0.2539792,Ensembl||ENCODE||dbSUPER,ZNF629||JUND||MTA2||NR2C1||DPF2||HDAC1||ZNF600||SOX6||EP300||SCRT2||MGA||ZBTB20||THRA||HMBOX1||SMARCC1||SMARCC2||BRCA1||NFE2||CEBPB||GATAD2A||FOS||CHD2||JUN||NR2C2||RCOR1||GABPA||GTF2F1||EP400||NCOR1||FOSL1||MAFG||MAX||NFIC||FOSL2||BCOR||RFX5||ZNF592||NCOA1||BHLHE40||STAT1||ZNF395||NR2F1||STAT3||TCF7L2||USF2||CREM||ZKSCAN1||ADNP||VEZF1||ATF3||RXRA||ZNF184||KLF1||SMARCE1||MAFF||POLR2A||GABPB1||L3MBTL2||RNF2||ZFX||EGR1||CBFA2T3||ARID1B||SP7||NR3C1||ZNF121||EMSY||ZNF639||SP1||GMEB1||ATF1||SMARCA4,45650
BCOR,BCOR,GH0XJ040223,Enhancer,9,piR-50308-670||LOC101927476||ATP6AP2,0.2539792,Ensembl,SPI1,-46111
